03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:12.254142 IP 172.16.167.139.48430 > 171.16.167.136.3333: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.254158 IP 172.16.167.139.48430 > 171.16.167.136.8180: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.254225 IP 172.16.167.139.48430 > 171.16.167.136.8087: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256421 IP 172.16.167.139.48431 > 171.16.167.136.1311: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.256473 IP 172.16.167.139.48431 > 171.16.167.136.5902: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.256506 IP 172.16.167.139.48431 > 171.16.167.136.5907: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.256523 IP 172.16.167.139.48431 > 171.16.167.136.1089: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.256540 IP 172.16.167.139.48431 > 171.16.167.136.35500: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.256569 IP 172.16.167.139.48430 > 171.16.167.136.9003: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256586 IP 172.16.167.139.48430 > 171.16.167.136.1040: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256627 IP 172.16.167.139.48430 > 171.16.167.136.593: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256645 IP 172.16.167.139.48430 > 171.16.167.136.5903: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256674 IP 172.16.167.139.48430 > 171.16.167.136.2004: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256691 IP 172.16.167.139.48430 > 171.16.167.136.1175: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256720 IP 172.16.167.139.48430 > 171.16.167.136.16000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256737 IP 172.16.167.139.48430 > 171.16.167.136.3995: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.256803 IP 172.16.167.139.48430 > 171.16.167.136.6106: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.259248 IP 172.16.167.139.48431 > 171.16.167.136.7676: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.259301 IP 172.16.167.139.48431 > 171.16.167.136.5815: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.259321 IP 172.16.167.139.48431 > 171.16.167.136.1186: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.259340 IP 172.16.167.139.48431 > 171.16.167.136.52822: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.259402 IP 172.16.167.139.48431 > 171.16.167.136.3800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.331055 IP 171.16.167.136.netbios-ssn > 172.16.167.139.48431: Flags [R.], seq 4279894212, ack 2039311881, win 64240, length 0
03:02:12.421170 IP 172.16.167.139.48443 > 171.16.167.136.http: Flags [.], ack 2056023305, win 1024, length 0
03:02:12.421341 IP 172.16.167.139.48431 > 171.16.167.136.6106: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421428 IP 172.16.167.139.48431 > 171.16.167.136.3995: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421536 IP 172.16.167.139.48431 > 171.16.167.136.16000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421642 IP 172.16.167.139.48431 > 171.16.167.136.1175: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421751 IP 172.16.167.139.48431 > 171.16.167.136.2004: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421832 IP 172.16.167.139.48431 > 171.16.167.136.5903: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421908 IP 172.16.167.139.48431 > 171.16.167.136.593: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.421986 IP 172.16.167.139.48431 > 171.16.167.136.1040: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422062 IP 172.16.167.139.48431 > 171.16.167.136.9003: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422141 IP 172.16.167.139.48431 > 171.16.167.136.8087: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422246 IP 172.16.167.139.48431 > 171.16.167.136.8180: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422351 IP 172.16.167.139.48431 > 171.16.167.136.3333: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422428 IP 172.16.167.139.48431 > 171.16.167.136.32775: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422533 IP 172.16.167.139.48431 > 171.16.167.136.52673: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422637 IP 172.16.167.139.48431 > 171.16.167.136.8654: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422746 IP 172.16.167.139.48431 > 171.16.167.136.5631: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422852 IP 172.16.167.139.48431 > 171.16.167.136.8333: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.422932 IP 172.16.167.139.48431 > 171.16.167.136.10626: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423009 IP 172.16.167.139.48431 > 171.16.167.136.6788: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423088 IP 172.16.167.139.48431 > 171.16.167.136.6025: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423163 IP 172.16.167.139.48431 > 171.16.167.136.32784: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423241 IP 172.16.167.139.48431 > 171.16.167.136.lotusnote: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423316 IP 172.16.167.139.48431 > 171.16.167.136.1085: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423390 IP 172.16.167.139.48431 > 171.16.167.136.9011: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423465 IP 172.16.167.139.48431 > 171.16.167.136.8443: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423545 IP 172.16.167.139.48431 > 171.16.167.136.1041: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.423621 IP 172.16.167.139.48430 > 171.16.167.136.1075: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423665 IP 172.16.167.139.48430 > 171.16.167.136.1100: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423707 IP 172.16.167.139.48430 > 171.16.167.136.1051: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423748 IP 172.16.167.139.48430 > 171.16.167.136.1455: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423790 IP 172.16.167.139.48430 > 171.16.167.136.64623: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423832 IP 172.16.167.139.48430 > 171.16.167.136.3546: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423892 IP 172.16.167.139.48430 > 171.16.167.136.30718: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423926 IP 172.16.167.139.48430 > 171.16.167.136.finger: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423958 IP 172.16.167.139.48430 > 171.16.167.136.6689: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.423990 IP 172.16.167.139.48430 > 171.16.167.136.2967: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424023 IP 172.16.167.139.48430 > 171.16.167.136.aol: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424055 IP 172.16.167.139.48430 > 171.16.167.136.1334: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424089 IP 172.16.167.139.48430 > 171.16.167.136.mmcc: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424122 IP 172.16.167.139.48430 > 171.16.167.136.9009: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424154 IP 172.16.167.139.48430 > 171.16.167.136.1719: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424187 IP 172.16.167.139.48430 > 171.16.167.136.31337: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424246 IP 172.16.167.139.48430 > 171.16.167.136.32777: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424269 IP 172.16.167.139.48430 > 171.16.167.136.1461: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424292 IP 172.16.167.139.48430 > 171.16.167.136.57294: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424314 IP 172.16.167.139.48430 > 171.16.167.136.x11: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424336 IP 172.16.167.139.48430 > 171.16.167.136.1494: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424360 IP 172.16.167.139.48430 > 171.16.167.136.snpp: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.424399 IP 171.16.167.136.http > 172.16.167.139.48443: Flags [R], seq 2056023305, win 32767, length 0
03:02:12.524590 IP 172.16.167.139.48431 > 171.16.167.136.snpp: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.524719 IP 172.16.167.139.48431 > 171.16.167.136.1494: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.524790 IP 172.16.167.139.48431 > 171.16.167.136.x11: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.524826 IP 172.16.167.139.48431 > 171.16.167.136.57294: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.524887 IP 172.16.167.139.48431 > 171.16.167.136.1461: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525097 IP 172.16.167.139.48431 > 171.16.167.136.32777: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525260 IP 172.16.167.139.48431 > 171.16.167.136.31337: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525336 IP 172.16.167.139.48431 > 171.16.167.136.1719: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525371 IP 172.16.167.139.48431 > 171.16.167.136.9009: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525404 IP 172.16.167.139.48431 > 171.16.167.136.mmcc: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525463 IP 172.16.167.139.48431 > 171.16.167.136.1334: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525497 IP 172.16.167.139.48431 > 171.16.167.136.aol: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525557 IP 172.16.167.139.48431 > 171.16.167.136.2967: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525592 IP 172.16.167.139.48431 > 171.16.167.136.6689: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525625 IP 172.16.167.139.48431 > 171.16.167.136.finger: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525684 IP 172.16.167.139.48431 > 171.16.167.136.30718: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525722 IP 172.16.167.139.48431 > 171.16.167.136.3546: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525780 IP 172.16.167.139.48431 > 171.16.167.136.64623: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525814 IP 172.16.167.139.48431 > 171.16.167.136.1455: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525874 IP 172.16.167.139.48431 > 171.16.167.136.1051: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525911 IP 172.16.167.139.48431 > 171.16.167.136.1100: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.525971 IP 172.16.167.139.48431 > 171.16.167.136.1075: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.526005 IP 172.16.167.139.48430 > 171.16.167.136.5988: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526065 IP 172.16.167.139.48430 > 171.16.167.136.iscsi-target: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526099 IP 172.16.167.139.48430 > 171.16.167.136.2160: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526158 IP 172.16.167.139.48430 > 171.16.167.136.1039: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526191 IP 172.16.167.139.48430 > 171.16.167.136.1914: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526250 IP 172.16.167.139.48430 > 171.16.167.136.9502: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526284 IP 172.16.167.139.48430 > 171.16.167.136.1124: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526317 IP 172.16.167.139.48430 > 171.16.167.136.1580: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526374 IP 172.16.167.139.48430 > 171.16.167.136.3301: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526408 IP 172.16.167.139.48430 > 171.16.167.136.4004: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526470 IP 172.16.167.139.48430 > 171.16.167.136.5087: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526504 IP 172.16.167.139.48430 > 171.16.167.136.3827: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526563 IP 172.16.167.139.48430 > 171.16.167.136.1131: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526597 IP 172.16.167.139.48430 > 171.16.167.136.14000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526655 IP 172.16.167.139.48430 > 171.16.167.136.1073: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526689 IP 172.16.167.139.48430 > 171.16.167.136.2191: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526721 IP 172.16.167.139.48430 > 171.16.167.136.28201: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526778 IP 172.16.167.139.48430 > 171.16.167.136.8082: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526811 IP 172.16.167.139.48430 > 171.16.167.136.366: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526869 IP 172.16.167.139.48430 > 171.16.167.136.6839: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526903 IP 172.16.167.139.48430 > 171.16.167.136.2046: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526961 IP 172.16.167.139.48430 > 171.16.167.136.3878: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.526995 IP 172.16.167.139.48430 > 171.16.167.136.1718: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.527027 IP 172.16.167.139.48430 > 171.16.167.136.1074: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.527059 IP 172.16.167.139.48430 > 171.16.167.136.49160: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.527091 IP 172.16.167.139.48430 > 171.16.167.136.50800: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.527126 IP 172.16.167.139.48430 > 171.16.167.136.2005: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.527282 IP 172.16.167.139.48430 > 171.16.167.136.10024: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.529529 IP 172.16.167.139.48430 > 171.16.167.136.9100: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.529622 IP 172.16.167.139.48430 > 171.16.167.136.pop2: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625326 IP 172.16.167.139.48430 > 171.16.167.136.2099: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625480 IP 172.16.167.139.48430 > 171.16.167.136.8045: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625568 IP 172.16.167.139.48430 > 171.16.167.136.1164: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625602 IP 172.16.167.139.48430 > 171.16.167.136.6543: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625635 IP 172.16.167.139.48430 > 171.16.167.136.3221: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625667 IP 172.16.167.139.48430 > 171.16.167.136.9594: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625700 IP 172.16.167.139.48430 > 171.16.167.136.13456: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625732 IP 172.16.167.139.48430 > 171.16.167.136.5950: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.625765 IP 172.16.167.139.48430 > 171.16.167.136.3372: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.628191 IP 172.16.167.139.48431 > 171.16.167.136.10024: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628290 IP 172.16.167.139.48431 > 171.16.167.136.2005: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628354 IP 172.16.167.139.48431 > 171.16.167.136.50800: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628436 IP 172.16.167.139.48431 > 171.16.167.136.49160: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628494 IP 172.16.167.139.48431 > 171.16.167.136.1074: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628552 IP 172.16.167.139.48431 > 171.16.167.136.1718: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628611 IP 172.16.167.139.48431 > 171.16.167.136.3878: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628692 IP 172.16.167.139.48431 > 171.16.167.136.2046: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628804 IP 172.16.167.139.48431 > 171.16.167.136.6839: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628878 IP 172.16.167.139.48431 > 171.16.167.136.366: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628937 IP 172.16.167.139.48431 > 171.16.167.136.8082: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.628977 IP 172.16.167.139.48431 > 171.16.167.136.28201: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629033 IP 172.16.167.139.48431 > 171.16.167.136.2191: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629073 IP 172.16.167.139.48431 > 171.16.167.136.1073: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629113 IP 172.16.167.139.48431 > 171.16.167.136.14000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629169 IP 172.16.167.139.48431 > 171.16.167.136.1131: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629212 IP 172.16.167.139.48431 > 171.16.167.136.3827: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629252 IP 172.16.167.139.48431 > 171.16.167.136.5087: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629307 IP 172.16.167.139.48431 > 171.16.167.136.4004: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629330 IP 172.16.167.139.48431 > 171.16.167.136.3301: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629369 IP 172.16.167.139.48431 > 171.16.167.136.1580: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629409 IP 172.16.167.139.48431 > 171.16.167.136.1124: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629449 IP 172.16.167.139.48431 > 171.16.167.136.9502: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629504 IP 172.16.167.139.48431 > 171.16.167.136.1914: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629544 IP 172.16.167.139.48431 > 171.16.167.136.1039: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629584 IP 172.16.167.139.48431 > 171.16.167.136.2160: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629639 IP 172.16.167.139.48431 > 171.16.167.136.iscsi-target: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629680 IP 172.16.167.139.48431 > 171.16.167.136.5988: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.629704 IP 172.16.167.139.48430 > 171.16.167.136.afs3-callback: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629759 IP 172.16.167.139.48430 > 171.16.167.136.33899: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629799 IP 172.16.167.139.48430 > 171.16.167.136.49400: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629821 IP 172.16.167.139.48430 > 171.16.167.136.6547: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629848 IP 172.16.167.139.48430 > 171.16.167.136.1247: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629871 IP 172.16.167.139.48430 > 171.16.167.136.1000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629893 IP 172.16.167.139.48430 > 171.16.167.136.1301: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629915 IP 172.16.167.139.48430 > 171.16.167.136.5678: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629936 IP 172.16.167.139.48430 > 171.16.167.136.38292: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629958 IP 172.16.167.139.48430 > 171.16.167.136.4003: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.629980 IP 172.16.167.139.48430 > 171.16.167.136.1201: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.630002 IP 172.16.167.139.48430 > 171.16.167.136.9220: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.630024 IP 172.16.167.139.48430 > 171.16.167.136.10010: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.632257 IP 172.16.167.139.48431 > 171.16.167.136.pop2: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.632305 IP 172.16.167.139.48431 > 171.16.167.136.9100: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.725801 IP 172.16.167.139.48431 > 171.16.167.136.5950: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.725888 IP 172.16.167.139.48431 > 171.16.167.136.13456: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.725923 IP 172.16.167.139.48431 > 171.16.167.136.9594: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.725963 IP 172.16.167.139.48431 > 171.16.167.136.3221: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.725987 IP 172.16.167.139.48431 > 171.16.167.136.6543: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.726008 IP 172.16.167.139.48431 > 171.16.167.136.1164: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.726047 IP 172.16.167.139.48431 > 171.16.167.136.8045: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.726070 IP 172.16.167.139.48431 > 171.16.167.136.2099: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.728721 IP 172.16.167.139.48431 > 171.16.167.136.3372: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.728792 IP 172.16.167.139.48430 > 171.16.167.136.customs: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728814 IP 172.16.167.139.48430 > 171.16.167.136.1163: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728847 IP 172.16.167.139.48430 > 171.16.167.136.5004: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728866 IP 172.16.167.139.48430 > 171.16.167.136.54328: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728898 IP 172.16.167.139.48430 > 171.16.167.136.search: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728916 IP 172.16.167.139.48430 > 171.16.167.136.4567: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.728934 IP 172.16.167.139.48430 > 171.16.167.136.2042: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.729012 IP 172.16.167.139.48430 > 171.16.167.136.6969: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731440 IP 172.16.167.139.48431 > 171.16.167.136.10010: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731492 IP 172.16.167.139.48431 > 171.16.167.136.9220: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731511 IP 172.16.167.139.48431 > 171.16.167.136.1201: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731541 IP 172.16.167.139.48431 > 171.16.167.136.4003: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731558 IP 172.16.167.139.48431 > 171.16.167.136.38292: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731588 IP 172.16.167.139.48431 > 171.16.167.136.5678: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731604 IP 172.16.167.139.48431 > 171.16.167.136.1301: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731633 IP 172.16.167.139.48431 > 171.16.167.136.1000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731650 IP 172.16.167.139.48431 > 171.16.167.136.1247: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731679 IP 172.16.167.139.48431 > 171.16.167.136.6547: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731696 IP 172.16.167.139.48431 > 171.16.167.136.49400: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731712 IP 172.16.167.139.48431 > 171.16.167.136.33899: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731742 IP 172.16.167.139.48431 > 171.16.167.136.afs3-callback: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.731758 IP 172.16.167.139.48430 > 171.16.167.136.1126: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
