17:54:11.734536 ARP, Request who-has 192.168.10.133 (Broadcast) tell 192.168.10.134, length 46
17:54:11.734781 ARP, Reply 192.168.10.133 is-at 00:0c:29:c5:fb:e2 (oui Unknown), length 46
17:54:11.936132 IP 192.168.10.134.56282 > 192.168.10.2.domain: 60827+ PTR? 133.10.168.192.in-addr.arpa. (45)
17:54:11.937951 IP 192.168.10.2.domain > 192.168.10.134.56282: 60827 NXDomain 0/1/0 (95)
17:54:11.939360 IP 192.168.10.134.61339 > 192.168.10.133.1723: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:28.581532 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 92083:96463, ack 2656, win 64240, length 4380
17:54:28.581653 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 96463:97923, ack 2656, win 64240, length 1460
17:54:28.581695 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 97923:105223, ack 2656, win 64240, length 7300
17:54:28.581740 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 87703, win 64240, length 0
17:54:28.581792 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 90623, win 64240, length 0
17:54:28.581820 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 93543, win 64240, length 0
17:54:28.581858 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 96463, win 61320, length 0
17:54:28.581882 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 99383, win 58400, length 0
17:54:28.581897 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 102303, win 55480, length 0
17:54:28.581930 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 105223, win 52560, length 0
17:54:28.581975 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 105223:109603, ack 2656, win 64240, length 4380
17:54:28.582020 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 105223, win 64240, length 0
17:54:28.582071 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 109603, win 59860, length 0
17:54:28.582206 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 109603, win 64240, length 0
17:54:28.582234 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 109603:111063, ack 2656, win 64240, length 1460
17:54:28.582310 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 111063:113983, ack 2656, win 64240, length 2920
17:54:28.582380 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 112523, win 64240, length 0
17:54:28.582408 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 113983:119823, ack 2656, win 64240, length 5840
17:54:28.582644 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 115443, win 64240, length 0
17:54:28.582674 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 118363, win 64240, length 0
17:54:28.582689 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 119823:122743, ack 2656, win 64240, length 2920
17:54:28.582709 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 122743:128583, ack 2656, win 64240, length 5840
17:54:28.582750 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 128583:132963, ack 2656, win 64240, length 4380
17:54:28.582793 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 121283, win 62780, length 0
17:54:28.582829 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 124203, win 59860, length 0
17:54:28.582916 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 127123, win 56940, length 0
17:54:28.582927 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 130043, win 54020, length 0
17:54:28.582936 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 132963, win 51100, length 0
17:54:28.582948 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 132963:138803, ack 2656, win 64240, length 5840
17:54:28.583297 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 135883, win 48180, length 0
17:54:28.583321 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 138803, win 45260, length 0
17:54:28.587404 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 138803, win 49020, length 0
17:54:28.587451 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 138803, win 64240, length 0
17:54:28.588382 IP 204.79.197.200.http > 192.168.10.133.1189: Flags [P.], seq 1:4468, ack 623, win 64240, length 4467
17:54:28.588708 IP 192.168.10.133.1189 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
17:54:28.588723 IP 192.168.10.133.1189 > 204.79.197.200.http: Flags [.], ack 4468, win 64240, length 0
17:54:28.607253 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 138803:143183, ack 2656, win 64240, length 4380
17:54:28.607465 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 141723, win 64240, length 0
17:54:28.607941 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 143183:144643, ack 2656, win 64240, length 1460
17:54:28.608395 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 144643, win 64240, length 0
17:54:28.610876 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 144643:154863, ack 2656, win 64240, length 10220
17:54:28.611030 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 154863:159243, ack 2656, win 64240, length 4380
17:54:28.611220 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 159243:168003, ack 2656, win 64240, length 8760
17:54:28.611257 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 147563, win 64240, length 0
17:54:28.611342 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 150483, win 64240, length 0
17:54:28.611374 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 153403, win 64240, length 0
17:54:28.611444 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 156323, win 61320, length 0
17:54:28.611473 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 159243, win 58400, length 0
17:54:28.611553 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 162163, win 55480, length 0
17:54:28.611597 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 165083, win 52560, length 0
17:54:28.611672 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 168003, win 49640, length 0
17:54:28.611819 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 168003, win 53400, length 0
17:54:28.611878 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 168003, win 64240, length 0
17:54:28.612171 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 168003:172383, ack 2656, win 64240, length 4380
17:54:28.612267 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 172383:178223, ack 2656, win 64240, length 5840
17:54:28.612323 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 178223:182603, ack 2656, win 64240, length 4380
17:54:28.612538 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 182603:192823, ack 2656, win 64240, length 10220
17:54:28.612613 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 170923, win 64240, length 0
17:54:28.612644 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 173843, win 64240, length 0
17:54:28.612684 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 176763, win 64240, length 0
17:54:28.612760 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 179683, win 61320, length 0
17:54:28.612772 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 192823:194283, ack 2656, win 64240, length 1460
17:54:28.612809 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 182603, win 58400, length 0
17:54:28.612871 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 185523, win 55480, length 0
17:54:28.612891 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 188443, win 52560, length 0
17:54:28.612934 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 191363, win 49640, length 0
17:54:28.612957 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 194283:200123, ack 2656, win 64240, length 5840
17:54:28.612974 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 200123:203043, ack 2656, win 64240, length 2920
17:54:28.613053 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 194283, win 46720, length 0
17:54:28.613077 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 203043:204503, ack 2656, win 64240, length 1460
17:54:28.613198 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 197203, win 43800, length 0
17:54:28.613227 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 200123, win 40880, length 0
17:54:28.613238 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 203043, win 37960, length 0
17:54:28.615980 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 204503, win 64240, length 0
17:54:28.635997 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 204503:208883, ack 2656, win 64240, length 4380
17:54:28.636184 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 207423, win 64240, length 0
17:54:28.637493 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 208883:210343, ack 2656, win 64240, length 1460
17:54:28.637594 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 210343, win 64240, length 0
17:54:28.638986 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 210343:213263, ack 2656, win 64240, length 2920
17:54:28.639011 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 213263:216183, ack 2656, win 64240, length 2920
17:54:28.639127 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 213263, win 64240, length 0
17:54:28.639155 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 216183:219103, ack 2656, win 64240, length 2920
17:54:28.639188 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 219103:222023, ack 2656, win 64240, length 2920
17:54:28.639203 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 216183, win 64240, length 0
17:54:28.639267 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 219103, win 64240, length 0
17:54:28.639327 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 222023, win 61320, length 0
17:54:28.639385 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 222023, win 64240, length 0
17:54:28.641286 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 222023:224943, ack 2656, win 64240, length 2920
17:54:28.641386 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 224943:227863, ack 2656, win 64240, length 2920
17:54:28.641443 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 227863:233703, ack 2656, win 64240, length 5840
17:54:28.641562 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 224943, win 64240, length 0
17:54:28.641575 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 227863, win 64240, length 0
17:54:28.641598 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 230783, win 64240, length 0
17:54:28.641613 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 233703:236623, ack 2656, win 64240, length 2920
17:54:28.641662 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 236623:242463, ack 2656, win 64240, length 5840
17:54:28.641697 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 233703, win 61320, length 0
17:54:28.641878 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 233703, win 64240, length 0
17:54:28.641907 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 242463, win 61320, length 0
17:54:28.641929 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 242463, win 64240, length 0
17:54:28.641948 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 242463:249763, ack 2656, win 64240, length 7300
17:54:28.642013 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 249763:252683, ack 2656, win 64240, length 2920
17:54:28.642203 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 252683:257063, ack 2656, win 64240, length 4380
17:54:28.642345 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 245383, win 64240, length 0
17:54:28.642390 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 248303, win 64240, length 0
17:54:28.642412 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 251223, win 64240, length 0
17:54:28.642425 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 254143, win 61320, length 0
17:54:28.642439 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 257063, win 58400, length 0
17:54:28.644711 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 257063:258523, ack 2656, win 64240, length 1460
17:54:28.644780 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 258523:259983, ack 2656, win 64240, length 1460
17:54:28.644795 IP 204.79.197.200.http > 192.168.10.133.1187: Flags [P.], seq 10908:11968, ack 1921, win 64240, length 1060
17:54:28.644946 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 259983:262903, ack 2656, win 64240, length 2920
17:54:28.644998 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 262903:264363, ack 2656, win 64240, length 1460
17:54:28.645110 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 264363:267283, ack 2656, win 64240, length 2920
17:54:28.645202 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 267283:270203, ack 2656, win 64240, length 2920
17:54:28.645294 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 270203:273123, ack 2656, win 64240, length 2920
17:54:28.645330 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 273123:281883, ack 2656, win 64240, length 8760
17:54:28.645615 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 259983, win 55480, length 0
17:54:28.645668 IP 192.168.10.133.1187 > 204.79.197.200.http: Flags [.], ack 11968, win 63180, length 0
17:54:28.645690 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 262903, win 52560, length 0
17:54:28.645710 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 265823, win 49640, length 0
17:54:28.645755 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 268743, win 46720, length 0
17:54:28.645792 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 271663, win 43800, length 0
17:54:28.645806 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 274583, win 40880, length 0
17:54:28.645819 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 277503, win 37960, length 0
17:54:28.645832 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 280423, win 35040, length 0
17:54:28.646018 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 281883:284803, ack 2656, win 64240, length 2920
17:54:28.646182 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 281883, win 37340, length 0
17:54:28.646202 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 284803, win 34420, length 0
17:54:28.646240 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 284803, win 61320, length 0
17:54:28.646444 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 284803, win 64240, length 0
17:54:28.661064 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 284803:289183, ack 2656, win 64240, length 4380
17:54:28.661108 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 289183:296483, ack 2656, win 64240, length 7300
17:54:28.661261 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 287723, win 64240, length 0
17:54:28.661310 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 290643, win 64240, length 0
17:54:28.661349 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 293563, win 64240, length 0
17:54:28.661404 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 296483, win 61320, length 0
17:54:28.661657 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 296483, win 64240, length 0
17:54:28.669740 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 296483:300863, ack 2656, win 64240, length 4380
17:54:28.669835 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 300863:305243, ack 2656, win 64240, length 4380
17:54:28.669912 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 305243:309623, ack 2656, win 64240, length 4380
17:54:28.669951 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 299403, win 64240, length 0
17:54:28.670054 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 302323, win 64240, length 0
17:54:28.670068 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 305243, win 64240, length 0
17:54:28.670182 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 308163, win 61320, length 0
17:54:28.670352 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 309623, win 63620, length 0
17:54:28.671890 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 309623:311083, ack 2656, win 64240, length 1460
17:54:28.671979 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 311083:314003, ack 2656, win 64240, length 2920
17:54:28.672132 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 314003:322763, ack 2656, win 64240, length 8760
17:54:28.672182 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 322763:325683, ack 2656, win 64240, length 2920
17:54:28.672353 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 325683:332983, ack 2656, win 64240, length 7300
17:54:28.672525 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 312543, win 64240, length 0
17:54:28.672562 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 315463, win 64240, length 0
17:54:28.672572 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 318383, win 64240, length 0
17:54:28.672614 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 332983:335903, ack 2656, win 64240, length 2920
17:54:28.672638 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 321303, win 61320, length 0
17:54:28.672678 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 324223, win 58400, length 0
17:54:28.672699 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 327143, win 55480, length 0
17:54:28.672724 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 330063, win 52560, length 0
17:54:28.672812 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 332983, win 49640, length 0
17:54:28.673064 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 335903, win 46720, length 0
17:54:28.673819 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 335903:338823, ack 2656, win 64240, length 2920
17:54:28.673918 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 338823:340283, ack 2656, win 64240, length 1460
17:54:28.673932 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 340283:343203, ack 2656, win 64240, length 2920
17:54:28.673988 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 343203:344663, ack 2656, win 64240, length 1460
17:54:28.674684 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 335903, win 50480, length 0
17:54:28.674735 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 344663, win 41720, length 0
17:54:28.674775 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 344663, win 55480, length 0
17:54:28.674979 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 344663, win 64240, length 0
17:54:28.675309 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 344663:347583, ack 2656, win 64240, length 2920
17:54:28.675385 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 347583:350503, ack 2656, win 64240, length 2920
17:54:28.675542 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 350503:351963, ack 2656, win 64240, length 1460
17:54:28.675558 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 351963:357803, ack 2656, win 64240, length 5840
17:54:28.675696 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 357803:360723, ack 2656, win 64240, length 2920
17:54:28.675779 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [P.], seq 360723:370449, ack 2656, win 64240, length 9726
17:54:28.675927 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 347583, win 64240, length 0
17:54:28.675948 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 350503, win 64240, length 0
17:54:28.675979 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 353423, win 64240, length 0
17:54:28.676000 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 356343, win 61320, length 0
17:54:28.676028 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 359263, win 58400, length 0
17:54:28.676042 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 362183, win 55480, length 0
17:54:28.676066 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 365103, win 52560, length 0
17:54:28.676080 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 368023, win 49640, length 0
17:54:28.676130 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 370449, win 47214, length 0
17:54:28.681467 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [.], ack 370449, win 64240, length 0
17:54:28.687938 IP 192.168.10.133.1187 > 204.79.197.200.http: Flags [P.], seq 1921:2581, ack 11968, win 63180, length 660
17:54:28.688102 IP 204.79.197.200.http > 192.168.10.133.1187: Flags [.], ack 2581, win 64240, length 0
17:54:28.688397 IP 192.168.10.133.1189 > 204.79.197.200.http: Flags [P.], seq 623:1283, ack 4468, win 64240, length 660
17:54:28.688556 IP 204.79.197.200.http > 192.168.10.133.1189: Flags [.], ack 1283, win 64240, length 0
17:54:28.688586 IP 192.168.10.133.1187 > 204.79.197.200.http: Flags [R], seq 189053191, win 0, length 0
17:54:28.688960 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [P.], seq 2656:3316, ack 370449, win 64240, length 660
17:54:28.689084 IP 192.168.10.133.1189 > 204.79.197.200.http: Flags [R], seq 189816562, win 0, length 0
17:54:28.689102 IP 204.79.197.200.http > 192.168.10.133.1188: Flags [.], ack 3316, win 64240, length 0
17:54:28.689528 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [S], seq 189895411, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:28.689673 IP 192.168.10.133.1188 > 204.79.197.200.http: Flags [R], seq 189093405, win 0, length 0
17:54:28.698217 IP 192.168.10.133.1191 > 204.79.197.200.http: Flags [S], seq 189963059, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:28.714055 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [S], seq 190003513, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:28.716407 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [S.], seq 849965380, ack 189895412, win 64240, options [mss 1460], length 0
17:54:28.716555 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
17:54:28.716675 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [P.], seq 1:661, ack 1, win 64240, length 660
17:54:28.716814 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [.], ack 661, win 64240, length 0
17:54:28.738531 IP 204.79.197.200.http > 192.168.10.133.1191: Flags [S.], seq 1972255311, ack 189963060, win 64240, options [mss 1460], length 0
17:54:28.738732 IP 192.168.10.133.1191 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
17:54:28.738880 IP 192.168.10.133.1191 > 204.79.197.200.http: Flags [P.], seq 1:757, ack 1, win 64240, length 756
17:54:28.739061 IP 204.79.197.200.http > 192.168.10.133.1191: Flags [.], ack 757, win 64240, length 0
17:54:28.739941 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [S.], seq 23399812, ack 190003514, win 64240, options [mss 1460], length 0
17:54:28.740085 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
17:54:28.740302 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [P.], seq 1:1100, ack 1, win 64240, length 1099
17:54:28.740436 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [.], ack 1100, win 64240, length 0
17:54:28.749719 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 1:5841, ack 661, win 64240, length 5840
17:54:28.749860 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
17:54:28.749897 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 5841, win 64240, length 0
17:54:28.749946 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 5841:7301, ack 661, win 64240, length 1460
17:54:28.749990 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 7301:11681, ack 661, win 64240, length 4380
17:54:28.750061 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 11681:23361, ack 661, win 64240, length 11680
17:54:28.750121 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 8761, win 64240, length 0
17:54:28.750173 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 11681, win 62780, length 0
17:54:28.750243 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 14601, win 59860, length 0
17:54:28.750285 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 17521, win 56940, length 0
17:54:28.750313 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 20441, win 54020, length 0
17:54:28.750330 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 23361, win 51100, length 0
17:54:28.750690 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 23361, win 64240, length 0
17:54:28.767588 IP 204.79.197.200.http > 192.168.10.133.1191: Flags [P.], seq 1:240, ack 757, win 64240, length 239
17:54:28.772641 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 1:7301, ack 1100, win 64240, length 7300
17:54:28.772792 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 7301:8761, ack 1100, win 64240, length 1460
17:54:28.772814 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 8761:11720, ack 1100, win 64240, length 2959
17:54:28.772903 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
17:54:28.772932 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 5841, win 64240, length 0
17:54:28.772968 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 8761, win 64240, length 0
